date,package,title
2021-03-27 ,SmarterPoland,Tools for Accessing Various Datasets Developed by the Foundation SmarterPoland.pl 
2021-03-27 ,TreeDiagram,Tree Diagram 
2021-03-27 ,txtq,A Small Message Queue for Parallel Processes 
2021-03-27 ,unikn,Graphical Elements of the University of Konstanz's Corporate Design 
2021-03-27 ,xmlconvert,Comfortably Converting XML Documents to Dataframes and Vice Versa 
2021-03-25 ,CalSim,The Calibration Simplex 
2021-03-25 ,tidyposterior,Bayesian Analysis to Compare Models using Resampling Statistics 
2021-03-25 ,treespace,Statistical Exploration of Landscapes of Phylogenetic Trees 
2021-03-24 ,bardr,Complete Works of William Shakespeare in Tidy Format 
2021-03-24 ,plumber,An API Generator for R 
2021-03-24 ,TREXr,Tree Sap Flow Extractor 
2021-03-23 ,ADMUR,Ancient Demographic Modelling Using Radiocarbon 
2021-03-23 ,bannerCommenter,Make Banner Comments with a Consistent Format 
2021-03-23 ,cops,Cluster Optimized Proximity Scaling 
2021-03-23 ,CORElearn,"Classification, Regression and Feature Evaluation "
2021-03-23 ,cricketr,Analyze Cricketers and Cricket Teams Based on ESPN Cricinfo Statsguru 
2021-03-23 ,dyndimred,Dimensionality Reduction Methods in a Common Format 
2021-03-23 ,dynwrap,Representing and Inferring Single-Cell Trajectories 
2021-03-23 ,EIX,Explain Interactions in 'XGBoost' 
2021-03-23 ,gerbil,Generalized Efficient Regression-Based Imputation with Latent Processes 
2021-03-23 ,isoSurv,Isotonic Regression on Survival Analysis 
2021-03-23 ,lpirfs,Local Projections Impulse Response Functions 
2021-03-23 ,pcsstools,Tools for Regression Using Pre-Computed Summary Statistics 
2021-03-23 ,powerMediation,Power/Sample Size Calculation for Mediation Analysis 
2021-03-23 ,qape,Quantile of Absolute Prediction Errors 
2021-03-23 ,rADA,Statistical Analysis and Cut-Point Determination of Immunoassays 
2021-03-23 ,RClimacell,R Wrapper for the 'Climacell' API 
2021-03-23 ,RImageJROI,Read 'ImageJ' Region of Interest (ROI) Files 
2021-03-23 ,riskyr,Rendering Risk Literacy more Transparent 
2021-03-23 ,RSA,Response Surface Analysis 
2021-03-23 ,tweenr,Interpolate Data for Smooth Animations 
2021-03-22 ,BinNonNor,Data Generation with Binary and Continuous Non-Normal Components 
2021-03-22 ,bpca,Biplot of Multivariate Data Based on Principal Components Analysis 
2021-03-22 ,BSW,Fitting a Log-Binomial Model using the Bekhit-Schöpe-Wagenpfeil (BSW) Algorithm 
2021-03-22 ,decorators,Extend the Behaviour of a Function without Explicitly Modifying it 
2021-03-22 ,indiedown,Individual R Markdown Templates 
2021-03-22 ,isodistrreg,Isotonic Distributional Regression (IDR) 
2021-03-22 ,jsontools,Working with JSON Vectors 
2021-03-22 ,LinearDetect,Change Point Detection in High-Dimensional Linear Regression Models 
2021-03-22 ,oenb,Tools for the OeNB Data Web Service 
2021-03-22 ,papeR,A Toolbox for Writing Pretty Papers and Reports 
2021-03-22 ,plumberDeploy,Plumber Deployment 
2021-03-22 ,PoisBinNonNor,"Data Generation with Poisson, Binary and Continuous Components "
2021-03-22 ,PoisBinOrd,"Data Generation with Poisson, Binary and Ordinal Components "
2021-03-22 ,PoisBinOrdNonNor,Generation of Up to Four Different Types of Variables 
2021-03-22 ,RaMS,R Access to Mass-Spec Data 
2021-03-22 ,rappsflyer,Work with AppsFlyer API 
2021-03-22 ,repmod,Create Report Table from Different Objects 
2021-03-22 ,robustlm,Robust Variable Selection with Exponential Squared Loss 
2021-03-22 ,runexp,Softball Run Expectancy using Markov Chains and Simulation 
2021-03-22 ,sdpdth,M-Estimator for Threshold Spatial Dynamic Panel Data Model 
2021-03-22 ,uni.survival.tree,A Survival Tree Based on Stabilized Score Tests for High-dimensional Covariates 
2021-03-21 ,ASGS.foyer,Interface to the Australian Statistical Geography Standard 
2021-03-21 ,benchmarkme,Crowd Sourced System Benchmarks 
2021-03-21 ,BinOrdNonNor,"Concurrent Generation of Binary, Ordinal and Continuous Data "
2021-03-21 ,CaPO4Sim,A Virtual Patient Simulator in the Context of Calcium and Phosphate Homeostasis 
2021-03-21 ,copent,Estimating Copula Entropy and Transfer Entropy 
2021-03-21 ,Patterns,Deciphering Biological Networks with Patterned Heterogeneous Measurements 
2021-03-21 ,PoisBinOrdNor,"Data Generation with Poisson, Binary, Ordinal and Normal Components "
2021-03-21 ,PoisNonNor,Simultaneous Generation of Count and Continuous Data 
2021-03-21 ,PoisNor,Simultaneous Generation of Multivariate Data with Poisson and Normal Marginals 
2021-03-21 ,smoothedLasso,A Framework to Smooth L1 Penalized Regression Operators using Nesterov Smoothing 
2021-03-21 ,tableHTML,A Tool to Create HTML Tables 
2021-03-21 ,USgrid,The Demand and Supply for Electricity in the US 
2021-03-20 ,catalog,Access the 'Spark Catalog' API via 'sparklyr' 
2021-03-20 ,clinspacy,"Clinical Natural Language Processing using 'spaCy', 'scispaCy', and 'medspaCy' "
2021-03-20 ,colordistance,Distance Metrics for Image Color Similarity 
2021-03-20 ,cropZoning,Climate Crop Zoning Based in Air Temperature for Brazil 
2021-03-20 ,exifr,EXIF Image Data in R 
2021-03-20 ,hover,CSS Animations for 'shiny' Button Elements 
2021-03-20 ,ICtest,Estimating and Testing the Number of Interesting Components in Linear Dimension Reduction 
2021-03-20 ,ivdesc,Profiling Compliers and Non-Compliers for Instrumental Variable Analysis 
2021-03-20 ,multimode,Mode Testing and Exploring 
2021-03-20 ,networkABC,Network Reverse Engineering with Approximate Bayesian Computation 
2021-03-20 ,RTaxometrics,Taxometric Analysis 
2021-03-20 ,SelectBoost,A General Algorithm to Enhance the Performance of Variable Selection Methods in Correlated Datasets 
2021-03-19 ,baseflow,Computes Hydrograph Separation 
2021-03-19 ,Cascade,"Selection, Reverse-Engineering and Prediction in Cascade Networks "
2021-03-19 ,CascadeData,Experimental Data of Cascade Experiments in Genomics 
2021-03-19 ,plsRcox,Partial Least Squares Regression for Cox Models and Related Techniques 
2021-03-19 ,r2pmml,Convert R Models to PMML 
2021-03-19 ,typed,"Support Types for Variables, Arguments, and Return Values "
2021-03-19 ,VorteksExport,Export Dataframes to 'Vorteks' Software 
2021-03-18 ,AugmenterR,Data Augmentation for Machine Learning on Tabular Data 
2021-03-18 ,aweSOM,Interactive Self-Organizing Maps 
2021-03-18 ,FOCI,Feature Ordering by Conditional Independence 
2021-03-18 ,GMZTests,Statistical Tests 
2021-03-18 ,interleave,Converts Tabular Data to Interleaved Vectors 
2021-03-18 ,irtGUI,Item Response Theory Analysis with a Graphic User Interface 
2021-03-18 ,kergp,Gaussian Process Laboratory 
2021-03-18 ,MRFcov,Markov Random Fields with Additional Covariates 
2021-03-18 ,pleiotest,Fast Sequential Pleiotropy Test 
2021-03-18 ,randChecks,Covariate Balance Checks: Randomization Tests and Graphical Diagnostics 
2021-03-18 ,scipub,Summarize Data for Scientific Publication 
2021-03-18 ,vmr,Virtual Machines for R 
2021-03-17 ,archetyper,An Archetype for Data Mining and Data Science Projects 
2021-03-17 ,binGroup2,Identification and Estimation using Group Testing 
2021-03-17 ,DataPackageR,Construct Reproducible Analytic Data Sets as R Packages 
2021-03-17 ,FamEvent,Family Age-at-Onset Data Simulation and Penetrance Estimation 
2021-03-17 ,ferrn,Facilitate Exploration of touRR optimisatioN 
2021-03-17 ,footballpenaltiesBL,Penalties in the German Men's Football Bundesliga 
2021-03-17 ,funHDDC,Univariate and Multivariate Model-Based Clustering in Group-Specific Functional Subspaces 
2021-03-17 ,markerpen,Marker Gene Detection via Penalized Principal Component Analysis 
2021-03-17 ,metaBMA,Bayesian Model Averaging for Random and Fixed Effects Meta-Analysis 
2021-03-17 ,MetaIntegration,Ensemble Meta-Prediction Framework 
2021-03-17 ,mixIndependR,Genetics and Independence Testing of Mixed Genetic Panels 
2021-03-17 ,mvord,Multivariate Ordinal Regression Models 
2021-03-17 ,OOS,Out-of-Sample Time Series Forecasting 
2021-03-17 ,ralger,Easy Web Scraping 
2021-03-17 ,raven.rdf,An R Interface for Raven DataFrames (Beta0) 
2021-03-17 ,rFUSION,Interface to FUSION 
2021-03-17 ,scSorter,Implementation of 'scSorter' Algorithm 
2021-03-17 ,SpNetPrep,Linear Network Preprocessing for Spatial Statistics 
2021-03-17 ,univOutl,Detection of Univariate Outliers 
2021-03-17 ,waydown,Computation of Approximate Potentials for Weakly Non-Gradient Fields 
2021-03-16 ,ads,Spatial Point Patterns Analysis 
2021-03-16 ,autoimage,Multiple Heat Maps for Projected Coordinates 
2021-03-16 ,bcv,Cross-Validation for the SVD (Bi-Cross-Validation) 
2021-03-16 ,CommEcol,Community Ecology Analyses 
2021-03-16 ,DysPIAData,Background and Pathway Data Used in 'DysPIA' 
2021-03-16 ,eefAnalytics,Robust Analytical Methods for Evaluating Educational Interventions using Randomised Controlled Trials Designs 
2021-03-16 ,elastic,General Purpose Interface to 'Elasticsearch' 
2021-03-16 ,EMCluster,EM Algorithm for Model-Based Clustering of Finite Mixture Gaussian Distribution 
2021-03-16 ,Inflect,Melt Curve Fitting and Melt Shift Analysis 
2021-03-16 ,llama,Leveraging Learning to Automatically Manage Algorithms 
2021-03-16 ,MDOLS,Inference of Quadratic Functional for Moderate-Dimensional OLS 
2021-03-16 ,mergedblocks,Merged Block Randomization 
2021-03-16 ,pedbuildr,Pedigree Reconstruction 
2021-03-16 ,r6methods,Make Methods for R6 Classes 
2021-03-16 ,rBDAT,Implementation of BDAT Tree Taper Fortran Functions 
2021-03-16 ,rgrassdoc,Consult 'Grass GIS' Documentation in the RStudio Viewer or your Browser 
2021-03-16 ,spotidy,Providing Convenience Functions to Connect R with the Spotify API 
2021-03-16 ,trajectories,Classes and Methods for Trajectory Data 
2021-03-16 ,trip,Tools for the Analysis of Animal Track Data 
2021-03-15 ,AID,Box-Cox Power Transformation 
2021-03-15 ,apisensr,Interface to 'episensr' for Sensitivity Analysis of Epidemiological Results 
2021-03-15 ,BlockFeST,Bayesian Calculation of Region-Specific Fixation Index to Detect Local Adaptation 
2021-03-15 ,careless,Procedures for Computing Indices of Careless Responding 
2021-03-15 ,daewr,Design and Analysis of Experiments with R 
2021-03-15 ,dccmidas,DCC Models with GARCH-MIDAS Specifications in the Univariate Step 
2021-03-15 ,Ecume,Equality of 2 (or k) Continuous Univariate and Multivariate Distributions 
2021-03-15 ,IndexNumber,Index Numbers in Social Sciences 
2021-03-15 ,modchart,A 'shiny' Module for Creating Charts of Various Types 
2021-03-15 ,overlapptest,Test Overlapping of Polygons Against Random Rotation 
2021-03-15 ,qmethod,Analysis of Subjective Perspectives Using Q Methodology 
2021-03-15 ,shapeNA,M-Estimation of Shape for Data with Missing Values 
2021-03-15 ,tabularaster,Tidy Tools for 'Raster' Data 
2021-03-15 ,venn,Draw Venn Diagrams 
2021-03-14 ,BioStatR,Initiation à La Statistique Avec R 
2021-03-14 ,chlorpromazineR,Convert Antipsychotic Doses to Chlorpromazine Equivalents 
2021-03-14 ,fullfact,Full Factorial Breeding Analysis 
2021-03-14 ,modeltime.resample,Resampling Tools for Time Series Forecasting 
2021-03-14 ,ModStatR,Statistical Modelling in Action with R 
2021-03-14 ,NHSRdatasets,NHS and Healthcare-Related Data for Education and Training 
2021-03-14 ,plsdof,Degrees of Freedom and Statistical Inference for Partial Least Squares Regression 
2021-03-14 ,r3dmol,Create Interactive 3D Visualizations of Molecular Data 
2021-03-14 ,replicatedpp2w,Two-Way ANOVA-Like Method to Analyze Replicated Point Patterns 
2021-03-14 ,shadow,Geometric Shadow Calculations 
2021-03-14 ,webmockr,Stubbing and Setting Expectations on 'HTTP' Requests 
2021-03-13 ,LMMELSM,Fit Latent Multivariate Mixed Effects Location Scale Models 
2021-03-12 ,AirSensor,Process and Display Data from Air Quality Sensors 
2021-03-12 ,autoFRK,Automatic Fixed Rank Kriging 
2021-03-12 ,BayesSurvival,Bayesian Survival Analysis for Right Censored Data 
2021-03-12 ,boral,Bayesian Ordination and Regression AnaLysis 
2021-03-12 ,ER,Effect + Residual Modelling 
2021-03-12 ,FatTailsR,Kiener Distributions and Fat Tails in Finance 
2021-03-12 ,MABOUST,Multi-Armed Bayesian Ordinal Utility-Based Sequential Trial 
2021-03-12 ,pkgnews,Retrieve R Package News Files 
2021-03-12 ,prompt,Dynamic 'R' Prompt 
2021-03-12 ,rockr,'Rock' R Server Client 
2021-03-12 ,simplegraphdb,A Simple Graph Database 
2021-03-12 ,Splinets,Functional Data Analysis using Splines and Orthogonal Spline Bases 
2021-03-12 ,SuessR,Suess and Laws Corrections for Marine Stable Carbon Isotope Data 
2021-03-11 ,ciuupi2,Kabaila and Giri (2009) Confidence Interval 
2021-03-11 ,Convolutioner,Convolution of Data 
2021-03-11 ,corncob,Count Regression for Correlated Observations with the Beta-Binomial 
2021-03-11 ,ghee,Provides a Lightweight Interface for 'GitHub' through R 
2021-03-11 ,HoRM,"Supplemental Functions and Datasets for ""Handbook of Regression Methods"" "
2021-03-11 ,MGSDA,Multi-Group Sparse Discriminant Analysis 
2021-03-11 ,Rarefy,Rarefaction Methods 
2021-03-11 ,rvalues,R-Values for Ranking in High-Dimensional Settings 
2021-03-11 ,secuTrialR,Handling of Data from the Clinical Data Management System 'secuTrial' 
2021-03-10 ,areabiplot,Area Biplot 
2021-03-10 ,dynaSpec,Dynamic Spectrogram Visualizations 
2021-03-10 ,EstimationTools,Maximum Likelihood Estimation for Probability Functions from Data Sets 
2021-03-10 ,FSM,Finite Selection Model 
2021-03-10 ,govdown,GOV.UK Style Templates for R Markdown 
2021-03-10 ,mapmisc,Utilities for Producing Maps 
2021-03-10 ,mcwr,Markov Chains with Rewards 
2021-03-10 ,mixpoissonreg,Mixed Poisson Regression for Overdispersed Count Data 
2021-03-10 ,monotone,Performs Monotone Regression 
2021-03-10 ,MSSQL,Tools to Work with Microsoft SQL Server Databases via 'RODBC' 
2021-03-10 ,oreo,Large Amplitude Oscillatory Shear (LAOS) 
2021-03-10 ,roistats,Convenience Functions for Applying Basic Stats to Sub-Groups 
2021-03-10 ,schemr,Convert Images to Usable Color Schemes 
2021-03-10 ,SSDL,Sketched Stochastic Dictionary Learning 
2021-03-09 ,bcmaps,Map Layers and Spatial Utilities for British Columbia 
2021-03-09 ,gigg,Group Inverse-Gamma Gamma Shrinkage for Sparse Regression with Grouping Structure 
2021-03-09 ,gmeta,Meta-Analysis via a Unified Framework of Confidence Distribution 
2021-03-09 ,HistData,Data Sets from the History of Statistics and Data Visualization 
2021-03-09 ,pbkrtest,"Parametric Bootstrap, Kenward-Roger and Satterthwaite Based Methods for Test in Mixed Models "
2021-03-09 ,polymapR,Linkage Analysis in Outcrossing Polyploids 
2021-03-09 ,popPCR,Classify Digital PCR Droplets by Fitting Fluorescence Populations 
2021-03-09 ,ProbSamplingI,Probabilistic Sampling Design and Strategies 
2021-03-09 ,rchallenge,A Simple Data Science Challenge System 
2021-03-09 ,survminer,Drawing Survival Curves using 'ggplot2' 
2021-03-09 ,TOHM,Testing One Hypothesis Multiple Times 
2021-03-09 ,tvmediation,Time Varying Mediation Analysis 
2021-03-09 ,unvotes,United Nations General Assembly Voting Data 
2021-03-09 ,valhallr,A Tidy Interface to the 'Valhalla' Routing Engine 
2021-03-08 ,argparser,Command-Line Argument Parser 
2021-03-08 ,batata,Managing Packages Removal and Installation 
2021-03-08 ,mokken,Conducts Mokken Scale Analysis 
2021-03-08 ,perfectphyloR,Reconstruct Perfect Phylogenies from DNA Sequence Data 
2021-03-08 ,peruse,A Tidy API for Sequence Iteration and Set Comprehension 
2021-03-08 ,rinat,Access 'iNaturalist' Data Through APIs 
2021-03-07 ,GroupBN,Inferring Group Bayesian Networks using Hierarchical Feature Clustering 
2021-03-07 ,optbin,Optimal Binning of Data 
2021-03-07 ,qwraps2,Quick Wraps 2 
2021-03-07 ,vecsets,Like Set Tools in 'Base' Package but Keeps Duplicate Elements 
2021-03-06 ,aceEditor,The 'Ace' Editor as a HTML Widget 
2021-03-06 ,aniDom,Inferring Dominance Hierarchies and Estimating Uncertainty 
2021-03-06 ,BOSSreg,Best Orthogonalized Subset Selection (BOSS) 
2021-03-06 ,monaco,The 'Monaco' Editor as a HTML Widget 
2021-03-06 ,sfo,San Francisco International Airport Monthly Air Passengers 
2021-03-06 ,sharpPen,Penalized Data Sharpening for Local Polynomial Regression 
2021-03-06 ,xmlparsedata,Parse Data of 'R' Code as an 'XML' Tree 
2021-03-05 ,BinNor,Simultaneous Generation of Multivariate Binary and Normal Variates 
2021-03-05 ,BivUnifBin,Generation of Bivariate Uniform Data and Its Relation to Bivariate Binary Data 
2021-03-05 ,chipPCR,Toolkit of Helper Functions to Pre-Process Amplification Data 
2021-03-05 ,disastr.api,Wrapper for the UN OCHA ReliefWeb Disaster Events API 
2021-03-05 ,envalysis,Miscellaneous Functions for Environmental Analyses 
2021-03-05 ,FER,Financial Engineering in R 
2021-03-05 ,ggforce,Accelerating 'ggplot2' 
2021-03-05 ,gmm,Generalized Method of Moments and Generalized Empirical Likelihood 
2021-03-05 ,MultiOrd,Generation of Multivariate Ordinal Variates 
2021-03-05 ,MultiRNG,Multivariate Pseudo-Random Number Generation 
2021-03-05 ,nixmass,Snow Water Equivalent Modeling with the 'Delta.snow' Model and Empirical Regression Models 
2021-03-05 ,ondisc,"Fast, Universal, and Intuitive Computing on Large-Scale Single-Cell Data "
2021-03-05 ,OrdNor,Concurrent Generation of Ordinal and Normal Data with Given Correlation Matrix and Marginal Distributions 
2021-03-05 ,respirometry,Tools for Conducting and Analyzing Respirometry Experiments 
2021-03-05 ,sampSurf,Sampling Surface Simulation for Areal Sampling Methods 
2021-03-05 ,spiR,Wrapper for the Social Progress Index Data 
2021-03-05 ,standardize,Tools for Standardizing Variables for Regression in R 
2021-03-05 ,svyVGAM,Design-Based Inference in Vector Generalised Linear Models 
2021-03-05 ,tidyquant,Tidy Quantitative Financial Analysis 
2021-03-05 ,UnivRNG,Univariate Pseudo-Random Number Generation 
2021-03-04 ,datplot,Preparation of Object Dating Ranges for Density Plots (Aoristic Analysis) 
2021-03-04 ,deepMOU,Clustering of Short Texts by Mixture of Unigrams and Its Deep Extensions 
2021-03-04 ,HyperG,Hypergraphs in R 
2021-03-04 ,lwqs,Lagged Weighted Quantile Sum Regression 
2021-03-04 ,msd,Method of Successive Dichotomizations 
2021-03-04 ,OmegaG,Omega-Generic: Composite Reliability of Multidimensional Measures 
2021-03-04 ,pacviz,Pac-Man Visualization Package 
2021-03-04 ,rddensity,Manipulation Testing Based on Density Discontinuity 
2021-03-04 ,smartsnp,Fast Multivariate Analyses of Big Genomic Data 
2021-03-04 ,spatialsample,Spatial Resampling Infrastructure 
2021-03-04 ,stylest,Estimating Speaker Style Distinctiveness 
2021-03-03 ,Countr,Flexible Univariate Count Models Based on Renewal Processes 
2021-03-03 ,lmQCM,An Algorithm for Gene Co-Expression Analysis 
2021-03-03 ,packDAMipd,Decision Analysis Modelling Package with Parameters Estimation Ability from Individual Patient Level Data 
2021-03-03 ,Pareto,"The Pareto, Piecewise Pareto and Generalized Pareto Distribution "
2021-03-03 ,steps,Spatially- and Temporally-Explicit Population Simulator 
2021-03-03 ,usdampr,Request USDA MPR Historical Data via the 'LMR' API 
2021-03-02 ,adnuts,No-U-Turn MCMC Sampling for 'ADMB' Models 
2021-03-02 ,BrazilMet,Download and Processing of Automatic Weather Stations (AWS) Data of INMET-Brazil 
2021-03-02 ,divDyn,Diversity Dynamics using Fossil Sampling Data 
2021-03-02 ,EvalEst,Dynamic Systems Estimation - Extensions 
2021-03-02 ,fdaoutlier,Outlier Detection Tools for Functional Data Analysis 
2021-03-02 ,flowr,Streamlining Design and Deployment of Complex Workflows 
2021-03-02 ,forImage,Foraminiferal Image Analysis and Test Measurement 
2021-03-02 ,GGRidge,Graphical Group Ridge 
2021-03-02 ,hillR,Diversity Through Hill Numbers 
2021-03-02 ,LiblineaR,Linear Predictive Models Based on the LIBLINEAR C/C++ Library 
2021-03-02 ,MatrixModels,Modelling with Sparse and Dense Matrices 
2021-03-02 ,MAVE,Methods for Dimension Reduction 
2021-03-02 ,meteoForecast,Numerical Weather Predictions 
2021-03-02 ,ph2rand,Randomized Phase II Oncology Trials with Bernoulli Outcomes 
2021-03-02 ,phonfieldwork,Linguistic Phonetic Fieldwork Tools 
2021-03-02 ,pipenostics,"Diagnostics, Reliability and Predictive Maintenance of Pipeline Systems "
2021-03-02 ,ppsr,Predictive Power Score 
2021-03-02 ,SBICgraph,Structural Bayesian Information Criterion for Graphical Models 
2021-03-02 ,sparseLRMatrix,Represent and Use Sparse + Low Rank Matrices 
2021-03-02 ,treeducken,Nested Phylogenetic Tree Simulator 
2021-03-01 ,CCA,Canonical Correlation Analysis 
2021-03-01 ,CopulaCenR,Copula-Based Regression Models for Bivariate Censored Data 
2021-03-01 ,dadjokeapi,Return a Random Dad Joke 
2021-03-01 ,drawsample,Draw Samples with the Desired Properties from a Data Set 
2021-03-01 ,fftwtools,"Wrapper for 'FFTW3' Includes: One-Dimensional, Two-Dimensional, Three-Dimensional, and Multivariate Transforms "
2021-03-01 ,fmpcloudr,R Access to the 'FMP Cloud' and 'Financial Modeling Prep' API 
2021-03-01 ,genetics,Population Genetics 
2021-03-01 ,gkgraphR,Accessing the Official 'Google Knowledge Graph' API 
2021-03-01 ,GPIC,Quantifying Group Performance in Individual Competitions 
2021-03-01 ,metro,Washington Metropolitan Area Transit Authority API 
2021-03-01 ,mlrintermbo,Model-Based Optimization for 'mlr3' Through 'mlrMBO' 
2021-03-01 ,MomTrunc,Moments of Folded and Doubly Truncated Multivariate Distributions 
2021-03-01 ,NetMix,Dynamic Mixed-Membership Network Regression Model 
2021-03-01 ,nptest,Nonparametric Bootstrap and Permutation Tests 
2021-03-01 ,params,Simplify Parameters 
2021-03-01 ,powerSurvEpi,Power and Sample Size Calculation for Survival Analysis of Epidemiological Studies 
2021-03-01 ,RespirAnalyzer,Analysis Functions of Respiratory Data 
2021-03-01 ,RPushbullet,R Interface to the Pushbullet Messaging Service 
2021-03-01 ,singcar,Comparing Single Cases to Small Samples 
2021-03-01 ,someMTP,Some Multiple Testing Procedures 
2021-03-01 ,xtensor,Headers for the 'xtensor' Library 
2021-02-28 ,dhReg,Dynamic Harmonic Regression 
2021-02-28 ,farver,High Performance Colour Space Manipulation 
2021-02-28 ,loggit,Modern Logging for the R Ecosystem 
2021-02-27 ,rPraat,Interface to Praat 
2021-02-27 ,simmr,A Stable Isotope Mixing Model 
2021-02-26 ,ccrtm,Coupled Chain Radiative Transfer Models 
2021-02-26 ,demoKde,Kernel Density Estimation for Demonstration Purposes 
2021-02-26 ,edgedata,Datasets that Support the EDGE Server DIY Logic 
2021-02-26 ,fastRG,Sample Generalized Random Dot Product Graphs in Linear Time 
2021-02-26 ,GWI,Count and Continuous Generalized Variability Indexes 
2021-02-26 ,microsynth,Synthetic Control Methods with Micro- And Meso-Level Data 
2021-02-26 ,nntrf,Supervised Data Transformation by Means of Neural Network Hidden Layer 
2021-02-26 ,rangeMapper,A Platform for the Study of Macro-Ecology of Life History Traits 
2021-02-26 ,recommenderlab,Lab for Developing and Testing Recommender Algorithms 
2021-02-26 ,rhcoclust,Robust Hierarchical Co-Clustering to Identify Significant Co-Cluster 
2021-02-26 ,SARP.moodle,XML Output Functions for Easy Creation of Moodle Questions 
2021-02-26 ,secure,Sequential Co-Sparse Factor Regression 
2021-02-26 ,set,Set Operation 
2021-02-26 ,sgat,"Extract Information from Google's ""Popular Times"" "
2021-02-26 ,tfruns,Training Run Tools for 'TensorFlow' 
2021-02-26 ,twangContinuous,Toolkit for Weighting and Analysis of Nonequivalent Groups - Continuous Exposures 
2021-02-26 ,TwoArmSurvSim,Simulate Survival Data for Randomized Clinical Trials 
2021-02-25 ,BoostMLR,Boosting for Multivariate Longitudinal Responses 
2021-02-25 ,ClinSigMeasures,Clinical Significance Measures 
2021-02-25 ,communication,Feature Extraction and Model Estimation for Audio of Human Speech 
2021-02-25 ,constants,"Reference on Constants, Units and Uncertainty "
2021-02-25 ,DiallelAnalysisR,Diallel Analysis with R 
2021-02-25 ,dumbbell,Displaying Changes Between Two Points Using Dumbbell Plots 
2021-02-25 ,eechidna,Exploring Election and Census Highly Informative Data Nationally for Australia 
2021-02-25 ,gargoyle,An Event-Based Mechanism for 'Shiny' 
2021-02-25 ,glmnetUtils,Utilities for 'Glmnet' 
2021-02-25 ,kernelPhil,Kernel Smoothing Tools for Philology and Historical Dialectology 
2021-02-25 ,mixComp,Estimation of Order of Mixture Distributions 
2021-02-25 ,mvPot,Multivariate Peaks-over-Threshold Modelling for Spatial Extreme Events 
2021-02-25 ,popgenr,Accompaniment to Population Genetics with R: An Introduction for Life Scientists 
2021-02-25 ,powerbydesign,Power Estimates for ANOVA Designs 
2021-02-25 ,QRIpkg,Quantile Regression Index Score 
2021-02-25 ,SAFARI,Shape Analysis for AI-Reconstructed Images 
2021-02-24 ,argo,Accurate Estimation of Influenza Epidemics using Google Search Data 
2021-02-24 ,Deriv,Symbolic Differentiation 
2021-02-24 ,EWS,Early Warning System 
2021-02-24 ,fspe,Estimating the Number of Factors in EFA with Out-of-Sample Prediction Errors 
2021-02-24 ,Hmsc,Hierarchical Model of Species Communities 
2021-02-24 ,lime,Local Interpretable Model-Agnostic Explanations 
2021-02-24 ,localScore,Package for Sequence Analysis by Local Score 
2021-02-24 ,LTRCforests,Ensemble Methods for Survival Data with Time-Varying Covariates 
2021-02-24 ,medrxivr,Access and Search MedRxiv and BioRxiv Preprint Data 
2021-02-24 ,mscp,Multiscale Change Point Detection via Gradual Bandwidth Adjustment in Moving Sum Processes 
2021-02-24 ,myTAI,Evolutionary Transcriptomics 
2021-02-24 ,ratematrix,Bayesian Estimation of the Evolutionary Rate Matrix 
2021-02-24 ,rlog,"A Simple, Opinionated Logging Utility "
2021-02-24 ,RPEnsemble,Random Projection Ensemble Classification 
2021-02-24 ,shinyML,Compare Supervised Machine Learning Models Using Shiny App 
2021-02-24 ,spatsoc,Group Animal Relocation Data by Spatial and Temporal Relationship 
2021-02-24 ,stlTDNN,STL Decomposition and TDNN Hybrid Time Series Forecasting 
2021-02-24 ,tinyspotifyr,Tinyverse R Wrapper for the 'Spotify' Web API 
2021-02-23 ,Boom,Bayesian Object Oriented Modeling 
2021-02-23 ,CoxICPen,Variable Selection for Cox's Model with Interval-Censored Data 
2021-02-23 ,DiceKriging,Kriging Methods for Computer Experiments 
2021-02-23 ,gatepoints,Easily Gate or Select Points on a Scatter Plot 
2021-02-23 ,ggmosaic,Mosaic Plots in the 'ggplot2' Framework 
2021-02-23 ,ggraph,An Implementation of Grammar of Graphics for Graphs and Networks 
2021-02-23 ,kokudosuuchi,Utilities for 'Kokudo Suuchi' 
2021-02-23 ,midasr,Mixed Data Sampling Regression 
2021-02-23 ,multibridge,Evaluating Multinomial Order Restrictions with Bridge Sampling 
2021-02-23 ,PheVis,Automatic Phenotyping of Electronic Health Record at Visit Resolution 
2021-02-23 ,reproducer,Reproduce Statistical Analyses and Meta-Analyses 
2021-02-23 ,rplos,Interface to the Search API for 'PLoS' Journals 
2021-02-23 ,rsubgroup,Subgroup Discovery and Analytics 
2021-02-23 ,sparkxgb,Interface for 'XGBoost' on 'Apache Spark' 
2021-02-23 ,TestDimorph,Analysis Of The Interpopulation Difference In Degree of Sexual Dimorphism Using Summary Statistics 
2021-02-23 ,upstartr,Utilities Powering the Globe and Mail's Data Journalism Template 
2021-02-22 ,CAvariants,Correspondence Analysis Variants 
2021-02-22 ,clusTransition,Monitor Changes in Cluster Solutions of Dynamic Datasets 
2021-02-22 ,copulareg,Copula Regression 
2021-02-22 ,dematel,Decision Making Trial and Evaluation Laboratory Technique in R 
2021-02-22 ,elaborator,A 'shiny' Application for Exploring Laboratory Data 
2021-02-22 ,etrader,'ETRADE' API Interface for R 
