date,package,title
2022-05-09 ,ssgraph,Bayesian Graph Structure Learning using Spike-and-Slab Priors 
2022-05-09 ,StratigrapheR,Integrated Stratigraphy 
2022-05-09 ,stream,Infrastructure for Data Stream Mining 
2022-05-09 ,svSocket,'SciViews' - Socket Server 
2022-05-09 ,tdcmStan,Automating the Creation of Stan Code for TDCMs 
2022-05-09 ,Ternary,Create Ternary and Holdridge Plots 
2022-05-09 ,tidytext,"Text Mining using 'dplyr', 'ggplot2', and Other Tidy Tools "
2022-05-09 ,Voss,Generic Voss Algorithm (Random Sequential Additions) 
2022-05-09 ,YaleToolkit,Data Exploration Tools from Yale University 
2022-05-09 ,ZINARp,Simulate INAR/ZINAR(p) Models and Estimate Its Parameters 
2022-05-08 ,analogsea,Interface to 'Digital Ocean' 
2022-05-08 ,astroFns,"Astronomy: Time and Position Functions, Misc. Utilities "
2022-05-08 ,BayesNetBP,Bayesian Network Belief Propagation 
2022-05-08 ,dycdtools,Tools for DYRESM-CAEDYM Model Development: Calibration Assistant and Post-Processing 
2022-05-08 ,NPHMC,Sample Size Calculation for the Proportional Hazards Mixture Cure Model 
2022-05-08 ,rly,Tools to Create Formal Language Parser 
2022-05-08 ,SMR,Externally Studentized Midrange Distribution 
2022-05-08 ,tensorTS,Factor and Autoregressive Models for Tensor Time Series 
2022-05-07 ,bayescount,Power Calculations and Bayesian Analysis of Count Distributions and FECRT Data using MCMC 
2022-05-07 ,faviconPlease,Find the URL to the 'Favicon' for a Website 
2022-05-07 ,forestploter,Create Flexible Forest Plot 
2022-05-07 ,GPFDA,Gaussian Process for Functional Data Analysis 
2022-05-07 ,GSODR,Global Surface Summary of the Day ('GSOD') Weather Data Client 
2022-05-07 ,HardyWeinberg,Statistical Tests and Graphics for Hardy-Weinberg Equilibrium 
2022-05-07 ,hdpGLM,Hierarchical Dirichlet Process Generalized Linear Models 
2022-05-07 ,ncf,Spatial Covariance Functions 
2022-05-07 ,pointRes,Analyzing Pointer Years and Components of Resilience 
2022-05-07 ,poisson.glm.mix,Fit High Dimensional Mixtures of Poisson GLMs 
2022-05-07 ,RMKdiscrete,Sundry Discrete Probability Distributions 
2022-05-07 ,RSQLite,SQLite Interface for R 
2022-05-07 ,SynchWave,Synchrosqueezed Wavelet Transform 
2022-05-07 ,tscopula,Time Series Copula Models 
2022-05-06 ,archive,Multi-Format Archive and Compression Support 
2022-05-06 ,aspect,A General Framework for Multivariate Analysis with Optimal Scaling 
2022-05-06 ,datamods,Modules to Import and Manipulate Data in 'Shiny' 
2022-05-06 ,datarobot,'DataRobot' Predictive Modeling API 
2022-05-06 ,EpiLPS,A Bayesian Tool for Approximate Real-Time Estimation of the Reproduction Number 
2022-05-06 ,ff,Memory-Efficient Storage of Large Data on Disk and Fast Access Functions 
2022-05-06 ,file2meco,Transform Files to 'microtable' Object with 'microeco' Package 
2022-05-06 ,fishflux,Model Elemental Fluxes in Fishes 
2022-05-06 ,gamboostMSM,Boosting Multistate Models 
2022-05-06 ,INSPECTumours,IN-vivo reSPonsE Classification of Tumours 
2022-05-06 ,JFE,Tools and GUI for Analyzing Time Series Data of Just Finance and Econometrics 
2022-05-06 ,lessR,"Less Code, More Results "
2022-05-06 ,liver,"""Eating the Liver of Data Science"" "
2022-05-06 ,m61r,Package About Data Manipulation in Pure Base R 
2022-05-06 ,melt,Multiple Empirical Likelihood Tests 
2022-05-06 ,metaumbrella,Umbrella Review Package for R 
2022-05-06 ,moranajp,Morphological Analysis for Japanese 
2022-05-06 ,mvMonitoring,Multi-State Adaptive Dynamic Principal Component Analysis for Multivariate Process Monitoring 
2022-05-06 ,neatStats,Neat and Painless Statistical Reporting 
2022-05-06 ,nephro,Utilities for Nephrology 
2022-05-06 ,pandocfilters,Pandoc Filters for R 
2022-05-06 ,PermAlgo,Permutational Algorithm to Simulate Survival Data 
2022-05-06 ,PhilipsHue,R Interface to the Philips Hue API 
2022-05-06 ,plumbr,Mutable and Dynamic Data Models 
2022-05-06 ,prome,Patient-Reported Outcome Data Analysis with Stan 
2022-05-06 ,psychotree,Recursive Partitioning Based on Psychometric Models 
2022-05-06 ,rdiversity,Measurement and Partitioning of Similarity-Sensitive Biodiversity 
2022-05-06 ,rim,"R's Interface to Maxima, Bringing Symbolic Computation into R "
2022-05-06 ,Robyn,Semi-Automated Marketing Mix Modeling (MMM) from Meta Marketing Science 
2022-05-06 ,RProtoBuf,R Interface to the 'Protocol Buffers' 'API' (Version 2 or 3) 
2022-05-06 ,SAMtool,Stock Assessment Methods Toolkit 
2022-05-06 ,shinyAce,Ace Editor Bindings for Shiny 
2022-05-06 ,simMSM,Simulation of Event Histories for Multi-State Models 
2022-05-06 ,smacof,Multidimensional Scaling 
2022-05-06 ,smurf,Sparse Multi-Type Regularized Feature Modeling 
2022-05-06 ,spatstat.utils,Utility Functions for 'spatstat' 
2022-05-06 ,spatsurv,Bayesian Spatial Survival Analysis with Parametric Proportional Hazards Models 
2022-05-06 ,spm,Spatial Predictive Modeling 
2022-05-06 ,steepness,Testing Steepness of Dominance Hierarchies 
2022-05-06 ,tfarima,Transfer Function and ARIMA Models 
2022-05-06 ,TidyDensity,Functions for Tidy Analysis and Generation of Random Data 
2022-05-06 ,tvmComp,Discounting and Compounding Calculations for Various Scenarios 
2022-05-05 ,aplot,Decorate a 'ggplot' with Associated Information 
2022-05-05 ,bamp,Bayesian Age-Period-Cohort Modeling and Prediction 
2022-05-05 ,BartMixVs,Variable Selection Using Bayesian Additive Regression Trees 
2022-05-05 ,baytrends,Long Term Water Quality Trend Analysis 
2022-05-05 ,Benchmarking,Benchmark and Frontier Analysis Using DEA and SFA 
2022-05-05 ,BIGL,Biochemically Intuitive Generalized Loewe Model 
2022-05-05 ,biosensors.usc,Distributional Data Analysis Techniques for Biosensor Data 
2022-05-05 ,bivariatemaps,Creates Bivariate Maps 
2022-05-05 ,bluebike,Blue Bike Comprehensive Data 
2022-05-05 ,bs4Dash,A 'Bootstrap 4' Version of 'shinydashboard' 
2022-05-05 ,clusterHD,Tools for Clustering High-Dimensional Data 
2022-05-05 ,cml,Conditional Manifold Learning 
2022-05-05 ,DCL,Claims Reserving under the Double Chain Ladder Model 
2022-05-05 ,diffcor,Fisher's z-Tests Concerning Difference of Correlations 
2022-05-05 ,dymo,Dynamic Mode Decomposition for Multivariate Time Feature Prediction 
2022-05-05 ,eatTools,Miscellaneous Functions for the Analysis of Educational Assessments 
2022-05-05 ,ecodist,Dissimilarity-Based Functions for Ecological Analysis 
2022-05-05 ,fastGHQuad,Fast 'Rcpp' Implementation of Gauss-Hermite Quadrature 
2022-05-05 ,FCVAR,Estimation and Inference for the Fractionally Cointegrated VAR 
2022-05-05 ,flightsbr,Download Flight and Airport Data from Brazil 
2022-05-05 ,folio,Datasets for Teaching Archaeology and Paleontology 
2022-05-05 ,genpathmox,Pathmox Approach Segmentation Tree Analysis 
2022-05-05 ,GIGrvg,Random Variate Generator for the GIG Distribution 
2022-05-05 ,hierfstat,Estimation and Tests of Hierarchical F-Statistics 
2022-05-05 ,ipfp,Fast Implementation of the Iterative Proportional Fitting Procedure in C 
2022-05-05 ,labelled,Manipulating Labelled Data 
2022-05-05 ,lgrExtra,Extra Appenders for 'lgr' 
2022-05-05 ,lpcde,Boundary Adaptive Local Polynomial Conditional Density Estimator 
2022-05-05 ,mda,Mixture and Flexible Discriminant Analysis 
2022-05-05 ,memo,In-Memory Caching of Repeated Computations (Memoization) 
2022-05-05 ,mgwrsar,GWR and MGWR with Spatial Autocorrelation 
2022-05-05 ,missSOM,Self-Organizing Maps with Built-in Missing Data Imputation 
2022-05-05 ,MixedIndTests,Tests of Randomness and Tests of Independence 
2022-05-05 ,modeLLtest,Compare Models with Cross-Validated Log-Likelihood 
2022-05-05 ,multisite.accuracy,Estimation of Accuracy in Multisite Machine-Learning Models 
2022-05-05 ,networkDynamic,Dynamic Extensions for Network Objects 
2022-05-05 ,polmineR,Verbs and Nouns for Corpus Analysis 
2022-05-05 ,QuantileGH,Quantile Least Mahalanobis Distance Estimator for Tukey g-&-h Mixture 
2022-05-05 ,r2dii.analysis,Measure Climate Scenario Alignment of Corporate Loans 
2022-05-05 ,r2dii.data,Datasets to Measure the Alignment of Corporate Loan Books with Climate Goals 
2022-05-05 ,r2dii.match,Tools to Match Corporate Lending Portfolios with Climate Data 
2022-05-05 ,r2dii.plot,Visualize the Climate Scenario Alignment of a Financial Portfolio 
2022-05-05 ,RHawkes,Renewal Hawkes Process 
2022-05-05 ,RQuantLib,R Interface to the 'QuantLib' Library 
2022-05-05 ,Runuran,R Interface to the 'UNU.RAN' Random Variate Generators 
2022-05-05 ,SAEval,Small Area Estimation Evaluation 
2022-05-05 ,sfaR,Stochastic Frontier Analysis using R 
2022-05-05 ,stepR,Multiscale Change-Point Inference 
2022-05-05 ,terrainr,Landscape Visualizations in R and 'Unity' 
2022-05-05 ,tipr,Tipping Point Analyses 
2022-05-05 ,topmodel,Implementation of the Hydrological Model TOPMODEL in R 
2022-05-05 ,trimr,An Implementation of Common Response Time Trimming Methods 
2022-05-05 ,ZillowR,R Interface to Zillow Real Estate and Mortgage Data API 
2022-05-04 ,bbotk,Black-Box Optimization Toolkit 
2022-05-04 ,colorSpec,Color Calculations with Emphasis on Spectral Data 
2022-05-04 ,countrycode,Convert Country Names and Country Codes 
2022-05-04 ,cvCovEst,Cross-Validated Covariance Matrix Estimation 
2022-05-04 ,datasauRus,Datasets from the Datasaurus Dozen 
2022-05-04 ,dendroTools,Linear and Nonlinear Methods for Analyzing Daily and Monthly Dendroclimatological Data 
2022-05-04 ,epocakir,Clinical Coding of Patients with Kidney Disease 
2022-05-04 ,extRemes,Extreme Value Analysis 
2022-05-04 ,familial,Statistical Tests of Familial Hypotheses 
2022-05-04 ,fdatest,Interval Testing Procedure for Functional Data 
2022-05-04 ,furrr,Apply Mapping Functions in Parallel using Futures 
2022-05-04 ,GE,General Equilibrium Modeling 
2022-05-04 ,ggsurvey,Simplifying 'ggplot2' for Survey Data 
2022-05-04 ,httr,Tools for Working with URLs and HTTP 
2022-05-04 ,immunarch,Bioinformatics Analysis of T-Cell and B-Cell Immune Repertoires 
2022-05-04 ,incubate,Parametric Time-to-Event Analysis with Variable Incubation Phases 
2022-05-04 ,lfe,Linear Group Fixed Effects 
2022-05-04 ,lidR,Airborne LiDAR Data Manipulation and Visualization for Forestry Applications 
2022-05-04 ,lmDiallel,Linear Fixed Effects Models for Diallel Crosses 
2022-05-04 ,MixviR,Analysis and Exploration of Mixed Microbial Genomic Samples 
2022-05-04 ,mlr3hyperband,Hyperband for 'mlr3' 
2022-05-04 ,mvSLOUCH,Multivariate Stochastic Linear Ornstein-Uhlenbeck Models for Phylogenetic Comparative Hypotheses 
2022-05-04 ,nodbi,'NoSQL' Database Connector 
2022-05-04 ,onlineBcp,Online Bayesian Methods for Change Point Analysis 
2022-05-04 ,partialised,Partialised Functions 
2022-05-04 ,pec,Prediction Error Curves for Risk Prediction Models in Survival Analysis 
2022-05-04 ,PRIMME,Eigenvalues and Singular Values and Vectors from Large Matrices 
2022-05-04 ,RALSA,R Analyzer for Large-Scale Assessments 
2022-05-04 ,RCALI,Calculation of the Integrated Flow of Particles Between Polygons 
2022-05-04 ,Rcapture,Loglinear Models for Capture-Recapture Experiments 
2022-05-04 ,RcmdrPlugin.UCA,UCA Rcmdr Plug-in 
2022-05-04 ,Rlab,Functions and Datasets Required for ST370 Class 
2022-05-04 ,rollRegres,Fast Rolling and Expanding Window Linear Regression 
2022-05-04 ,simDNAmixtures,Simulate Forensic DNA Mixtures 
2022-05-04 ,splusTimeSeries,Time Series from S-PLUS 
2022-05-04 ,superMICE,SuperLearner Method for MICE 
2022-05-04 ,sweater,Speedy Word Embedding Association Test and Extras Using R 
2022-05-04 ,textrecipes,Extra 'Recipes' for Text Processing 
2022-05-04 ,TopSisWM,Multi-Criteria Method for Decision (TOPSIS) 
2022-05-03 ,accessrmd,Improving the Accessibility of 'rmarkdown' Documents 
2022-05-03 ,arthistory,Art History Textbook Data 
2022-05-03 ,biocompute,Create and Manipulate BioCompute Objects 
2022-05-03 ,bssm,Bayesian Inference of Non-Linear and Non-Gaussian State Space Models 
2022-05-03 ,campsis,Generic PK/PD Simulation Platform CAMPSIS 
2022-05-03 ,caroline,"A Collection of Database, Data Structure, Visualization, and Utility Functions for R "
2022-05-03 ,changer,Change R Package Name 
2022-05-03 ,codingMatrices,Alternative Factor Coding Matrices for Linear Model Formulae 
2022-05-03 ,CorMID,Correct Mass Isotopologue Distribution Vectors 
2022-05-03 ,datefixR,Fix Really Messy Dates 
2022-05-03 ,dfmta,Phase I/II Adaptive Dose-Finding Design for MTA 
2022-05-03 ,esquisse,Explore and Visualize Your Data Interactively 
2022-05-03 ,figpatch,Easily Arrange External Figures with Patchwork Alongside 'ggplot2' Figures 
2022-05-03 ,geomapdata,Data for Topographic and Geologic Mapping 
2022-05-03 ,ggplot2,Create Elegant Data Visualisations Using the Grammar of Graphics 
2022-05-03 ,gmGeostats,Geostatistics for Compositional Analysis 
2022-05-03 ,GPCMlasso,Differential Item Functioning in Generalized Partial Credit Models 
2022-05-03 ,highfrequency,Tools for Highfrequency Data Analysis 
2022-05-03 ,InspectChangepoint,High-Dimensional Changepoint Estimation via Sparse Projection 
2022-05-03 ,integIRTy,Integrating Multiple Modalities of High Throughput Assays Using Item Response Theory 
2022-05-03 ,jagstargets,Targets for JAGS Workflows 
2022-05-03 ,jpgrid,Functions for the Grid Square Codes in Japan 
2022-05-03 ,LabourMarketAreas,"Identification, Tuning, Visualisation and Analysis of Labour Market Areas "
2022-05-03 ,lpdensity,Local Polynomial Density Estimation and Inference 
2022-05-03 ,mexhaz,Mixed Effect Excess Hazard Models 
2022-05-03 ,microeco,Microbial Community Ecology Data Analysis 
2022-05-03 ,mixAR,Mixture Autoregressive Models 
2022-05-03 ,mlr3fselect,Feature Selection for 'mlr3' 
2022-05-03 ,mlr3tuning,Tuning for 'mlr3' 
2022-05-03 ,multilevelmod,Model Wrappers for Multi-Level Models 
2022-05-03 ,NewmanOmics,Extending the Newman Studentized Range Statistic to Transcriptomics 
2022-05-03 ,ngboostForecast,Probabilistic Time Series Forecasting 
2022-05-03 ,nloptr,R Interface to NLopt 
2022-05-03 ,oompaData,Data to Illustrate OOMPA Algorithms 
2022-05-03 ,PCMRS,Model Response Styles in Partial Credit Models 
2022-05-03 ,pencal,Penalized Regression Calibration (PRC) 
2022-05-03 ,pixelclasser,Classifies Image Pixels by Colour 
2022-05-03 ,PlasmaMutationDetector2,Tumor Mutation Detection in Plasma using Barcoding 
2022-05-03 ,Polychrome,Qualitative Palettes with Many Colors 
2022-05-03 ,ProjectManagement,Management of Deterministic and Stochastic Projects 
2022-05-03 ,robcp,Robust Change-Point Tests 
2022-05-03 ,SIBERG,Systematic Identification of Bimodally Expressed Genes Using RNAseq Data 
2022-05-03 ,simhelpers,Helper Functions for Simulation Studies 
2022-05-03 ,spant,MR Spectroscopy Analysis Tools 
2022-05-03 ,splusTimeDate,Times and Dates from S-PLUS 
2022-05-03 ,spots,Spatial Component Analysis 
2022-05-03 ,svyweight,Quick and Flexible Survey Weighting 
2022-05-03 ,TailRank,The Tail-Rank Statistic 
2022-05-03 ,taxadb,A High-Performance Local Taxonomic Database Interface 
2022-05-03 ,tibble,Simple Data Frames 
2022-05-03 ,tidycwl,Tidy Common Workflow Language Tools and Workflows 
2022-05-03 ,UpSetVP,An Alternative Visualization of VPA and HP in Canonical Analysis 
2022-05-03 ,zoolog,Zooarchaeological Analysis with Log-Ratios 
2022-05-02 ,BACprior,Choice of Omega in the BAC Algorithm 
2022-05-02 ,BayesLN,Bayesian Inference for Log-Normal Data 
2022-05-02 ,bayestestR,Understand and Describe Bayesian Models and Posterior Distributions 
2022-05-02 ,BGVAR,Bayesian Global Vector Autoregressions 
2022-05-02 ,bigmemory,Manage Massive Matrices with Shared Memory and Memory-Mapped Files 
2022-05-02 ,binom,Binomial Confidence Intervals for Several Parameterizations 
2022-05-02 ,BIOdry,Multilevel Modeling of Dendroclimatical Fluctuations 
2022-05-02 ,car,Companion to Applied Regression 
2022-05-02 ,caretForecast,Time Series Forecasting Using Caret Infrastructure 
2022-05-02 ,clifford,Arbitrary Dimensional Clifford Algebras 
2022-05-02 ,coalitions,"Bayesian ""Now-Cast"" Estimation of Event Probabilities in Multi-Party Democracies "
2022-05-02 ,colorRamps,Builds Color Tables 
2022-05-02 ,corrsieve,Software for Summarising and Evaluating STRUCTURE Output 
2022-05-02 ,crunch,Crunch.io Data Tools 
2022-05-02 ,CVThresh,Level-Dependent Cross-Validation Thresholding 
2022-05-02 ,d4storagehub4R,Interface to 'D4Science' 'StorageHub' API 
2022-05-02 ,dichromat,Color Schemes for Dichromats 
2022-05-02 ,doBy,"Groupwise Statistics, LSmeans, Linear Estimates, Utilities "
2022-05-02 ,DTSg,A Class for Working with Time Series Data Based on 'data.table' and 'R6' with Largely Optional Reference Semantics 
